Recording,Subject,original unit id,sig_increase_events,sig_decrease_events,insig_events,sig_events
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,25,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,7,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,13,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,79,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,60,win,,"both_rewarded, tie, lose, rewarded",win
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,68,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,3,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,32,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,62,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,78,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,35,,,"lose, rewarded, tie, both_rewarded, win",
20230625_112913_standard_comp_to_both_rewarded_D4_subj_1-1_t1b2L_box1_merged.rec,1-1,64,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,85,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,55,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,17,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,24,"rewarded, win",,"both_rewarded, tie, lose","rewarded, win"
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,68,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,65,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,98,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,94,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,2,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,33,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,23,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,13,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,39,"rewarded, win",,"both_rewarded, tie, lose","rewarded, win"
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,18,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,59,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,81,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,19,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,88,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,26,,,"lose, rewarded, tie, both_rewarded, win",
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,5,"rewarded, win",,"both_rewarded, tie, lose","rewarded, win"
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,36,"rewarded, win",,"both_rewarded, tie, lose","rewarded, win"
20230612_101430_standard_comp_to_training_D1_subj_1-3_t3b3L_box2_merged.rec,1-3,57,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,9,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,24,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,76,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,10,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,94,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,87,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,1,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,15,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,97,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,39,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,2,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,11,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1-1,77,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,21,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,28,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,53,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,46,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,45,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,33,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,109,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,76,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,39,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,26,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,44,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,22,win,,"both_rewarded, tie, lose, rewarded",win
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,48,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,74,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,37,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,58,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,1,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,23,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,20,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,29,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,115,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,59,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,51,"both_rewarded, win",,"tie, lose, rewarded","both_rewarded, win"
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,55,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,27,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,102,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,78,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,6,,,"lose, rewarded, tie, both_rewarded, win",
20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,1-2,15,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,139,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,7,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,76,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,84,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,170,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,159,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,98,"rewarded, win",,"both_rewarded, tie, lose","rewarded, win"
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,141,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,154,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,50,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,12,,lose,"both_rewarded, tie, rewarded, win",lose
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,48,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,11,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,175,,lose,"both_rewarded, tie, rewarded, win",lose
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,128,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,51,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,90,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,137,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,161,win,,"both_rewarded, tie, lose, rewarded",win
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,64,,,"lose, rewarded, tie, both_rewarded, win",
20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,1-1,61,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,5,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,91,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,41,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,25,lose,both_rewarded,"tie, rewarded, win","lose, both_rewarded"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,80,lose,,"both_rewarded, tie, rewarded, win",lose
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,73,lose,both_rewarded,"tie, rewarded, win","lose, both_rewarded"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,62,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,17,lose,,"both_rewarded, tie, rewarded, win",lose
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,19,,both_rewarded,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,70,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,10,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,35,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,0,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,20,,,"lose, rewarded, tie, both_rewarded, win",
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,84,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,61,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,72,"both_rewarded, lose",,"tie, rewarded, win","both_rewarded, lose"
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,52,both_rewarded,,"tie, lose, rewarded, win",both_rewarded
20230624_105855_standard_comp_to_both_rewarded_D3_subj_1-4_t3b3L_box1_merged.rec,1-4,54,,both_rewarded,"tie, lose, rewarded, win",both_rewarded
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,89,win,,"both_rewarded, tie, lose, rewarded",win
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,119,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,64,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,121,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,98,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,122,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,22,,,"lose, rewarded, tie, both_rewarded, win",
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,126,,win,"both_rewarded, tie, lose, rewarded",win
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,100,rewarded,,"both_rewarded, tie, lose, win",rewarded
20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,1-1,2,,,"lose, rewarded, tie, both_rewarded, win",
