,Recording,Unit number,sig events,not sig events,putative type
157,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,17,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
158,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,28,['no_comp_lose'],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
159,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,29,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
160,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,39,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
161,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,48,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
162,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,52,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
163,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,53,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
164,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,54,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
165,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,59,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
166,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,60,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
167,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,74,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
168,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,78,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
169,20230617_115521_standard_comp_to_omission_D1_subj_1-1_t1b3L_box1_merged.rec,80,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
170,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,16,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
171,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,17,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
172,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,20,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
173,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,25,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
174,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,26,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
175,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,34,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
176,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,35,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
177,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,39,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
178,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,40,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
179,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,42,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
180,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,43,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
181,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,46,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
182,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,47,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
183,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,48,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
184,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,49,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
185,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,52,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
186,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,57,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
187,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,72,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
188,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,73,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
189,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,86,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
190,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,90,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
191,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,95,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
192,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,105,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
193,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,110,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
194,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,114,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
195,20230617_115521_standard_comp_to_omission_D1_subj_1-2_t2b2L_box2_merged.rec,115,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
196,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,7,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
197,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,11,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
198,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,12,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
199,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,48,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
200,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,50,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
201,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,76,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
202,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,84,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
203,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,90,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
204,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,98,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
205,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,128,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
206,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,137,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
207,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,139,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
208,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,141,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
209,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,154,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
210,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,159,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
211,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,161,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
212,20230618_100636_standard_comp_to_omission_D2_subj_1-1_t1b2L_box2_merged.rec,175,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
213,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,9,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
214,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,19,"['competitive_lose', 'competitive_win']","['no_comp_lose', 'no_comp_win']",interneuron
215,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,65,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",interneuron
216,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,83,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
217,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,87,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
218,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,93,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
219,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,99,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
220,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,103,['competitive_lose'],"['competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
221,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,105,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
222,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,118,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
223,20230618_100636_standard_comp_to_omission_D2_subj_1-4_t4b3L_box1_merged.rec,123,[],"['competitive_lose', 'competitive_win', 'no_comp_lose', 'no_comp_win']",pyramidal
224,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,11,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
225,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,44,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",interneuron
226,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,132,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
227,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,134,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",interneuron
228,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,186,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
229,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,187,"['competitive_lose', 'no_comp_lose', 'no_comp_win']",[],pyramidal
230,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,227,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
231,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,250,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
232,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,252,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
233,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,255,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
234,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,262,['competitive_lose'],"['no_comp_lose', 'no_comp_win']",pyramidal
235,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,263,['competitive_lose'],"['no_comp_lose', 'no_comp_win']",pyramidal
236,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,268,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
237,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,271,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
238,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,272,"['competitive_lose', 'no_comp_lose', 'no_comp_win']",[],interneuron
239,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,274,"['competitive_lose', 'no_comp_win']",['no_comp_lose'],pyramidal
240,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,275,['competitive_lose'],"['no_comp_lose', 'no_comp_win']",pyramidal
241,20230619_115321_standard_comp_to_omission_D3_subj_1-4_t3b3L_box2_merged.rec,282,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
242,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,2,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
243,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,64,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
244,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,89,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",interneuron
245,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,98,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
246,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,100,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
247,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,119,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
248,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,121,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
249,20230620_114347_standard_comp_to_omission_D4_subj_1-1_t1b2L_box_2_merged.rec,126,[],"['competitive_lose', 'competitive_win', 'no_comp_win']",pyramidal
250,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,14,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
251,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,28,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
252,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,41,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
253,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,42,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
254,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,43,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",interneuron
255,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,45,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",interneuron
256,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,48,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
257,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,53,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
258,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,58,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
259,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,68,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",interneuron
260,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,124,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
261,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,144,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
262,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,153,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
263,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,162,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
264,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,168,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
265,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,207,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
266,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,221,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
267,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,226,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
268,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,227,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
269,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,241,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
270,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,244,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
271,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,245,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
272,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,258,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
273,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,259,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
274,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,262,['no_comp_lose'],"['competitive_lose', 'competitive_win']",pyramidal
275,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,266,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
276,20230620_114347_standard_comp_to_omission_D4_subj_1-2_t3b3L_box_1_merged.rec,269,[],"['competitive_lose', 'competitive_win', 'no_comp_lose']",pyramidal
277,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,6,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
278,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,7,['no_comp_win'],"['competitive_lose', 'no_comp_lose']",interneuron
279,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,13,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
280,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,15,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
281,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,16,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
282,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,17,['competitive_lose'],"['no_comp_lose', 'no_comp_win']",pyramidal
283,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,22,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
284,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,24,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
285,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,26,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
286,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,36,['competitive_lose'],"['no_comp_lose', 'no_comp_win']",interneuron
287,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,37,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
288,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,46,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",interneuron
289,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,47,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
290,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,74,['no_comp_win'],"['competitive_lose', 'no_comp_lose']",pyramidal
291,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,76,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
292,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,82,"['competitive_lose', 'no_comp_win']",['no_comp_lose'],pyramidal
293,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,84,"['competitive_lose', 'no_comp_win']",['no_comp_lose'],pyramidal
294,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,86,['no_comp_win'],"['competitive_lose', 'no_comp_lose']",pyramidal
295,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,87,"['competitive_lose', 'no_comp_win']",['no_comp_lose'],pyramidal
296,20230621_111240_standard_comp_to_omission_D5_subj_1-4_t3b3L_box1_merged.rec,89,[],"['competitive_lose', 'no_comp_lose', 'no_comp_win']",pyramidal
297,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,1,[],"['competitive_lose', 'no_comp_lose']",pyramidal
298,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,2,[],"['competitive_lose', 'no_comp_lose']",pyramidal
299,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,15,[],"['competitive_lose', 'no_comp_lose']",pyramidal
300,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,77,[],"['competitive_lose', 'no_comp_lose']",pyramidal
301,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,110,[],"['competitive_lose', 'no_comp_lose']",interneuron
302,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,113,[],"['competitive_lose', 'no_comp_lose']",pyramidal
303,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,115,[],"['competitive_lose', 'no_comp_lose']",pyramidal
304,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-1_t1b3L_box1_merged.rec,148,[],"['competitive_lose', 'no_comp_lose']",pyramidal
305,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,20,[],"['competitive_win', 'no_comp_win']",pyramidal
306,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,21,[],"['competitive_win', 'no_comp_win']",pyramidal
307,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,22,[],"['competitive_win', 'no_comp_win']",pyramidal
308,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,23,[],"['competitive_win', 'no_comp_win']",pyramidal
309,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,39,[],"['competitive_win', 'no_comp_win']",pyramidal
310,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,44,[],"['competitive_win', 'no_comp_win']",pyramidal
311,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,46,[],"['competitive_win', 'no_comp_win']",pyramidal
312,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,48,[],"['competitive_win', 'no_comp_win']",pyramidal
313,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,58,[],"['competitive_win', 'no_comp_win']",pyramidal
314,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,59,[],"['competitive_win', 'no_comp_win']",pyramidal
315,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,146,[],"['competitive_win', 'no_comp_win']",pyramidal
316,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,147,[],"['competitive_win', 'no_comp_win']",pyramidal
317,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,157,[],"['competitive_win', 'no_comp_win']",pyramidal
318,20230622_110832_standard_comp_to_both_rewarded_D1_subj_1-2_t3b3L_box1_merged.rec,166,[],"['competitive_win', 'no_comp_win']",pyramidal
